10/31/16
time,nodeID,airTemperature,airHumidity,soilTemperature,soilMoisture,lightIntensity,isSent
0:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
